name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"sylhet, bangladesh",2019-06-19,35.5,26.9,30.8,47.4,30.2,39.4,26.6,78.9,1.0,100,4.17,rain,0,0.0,20.2,7.5,142.7,1000.4,66.7,4.2,228.9,19.8,9,,2019-06-19T05:03:17,2019-06-19T18:44:14,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-20,32.4,26.0,29.5,46.0,26.0,37.3,26.9,86.1,3.0,100,8.33,rain,0,0.0,22.0,14.8,84.6,1002.0,90.2,3.5,147.0,12.8,7,,2019-06-20T05:03:28,2019-06-20T18:44:28,0.59,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-21,31.4,20.1,27.8,40.6,20.1,32.9,25.7,88.9,1.0,100,4.17,rain,0,0.0,21.6,5.0,8.6,1003.3,95.2,2.4,201.2,17.5,6,,2019-06-21T05:03:40,2019-06-21T18:44:42,0.63,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-22,32.8,20.9,28.2,42.8,20.9,33.2,25.2,84.1,12.3,100,70.83,rain,0,0.0,28.4,4.7,5.1,1004.8,82.1,3.3,210.6,18.0,7,,2019-06-22T05:03:53,2019-06-22T18:44:55,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-23,35.1,24.8,30.0,44.1,24.8,36.8,26.2,81.2,0.3,100,4.17,rain,0,0.0,25.6,10.6,238.5,1004.6,72.8,4.8,223.7,19.3,8,,2019-06-23T05:04:06,2019-06-23T18:45:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-24,34.8,25.4,30.6,46.4,25.4,38.7,26.5,79.9,0.1,100,4.17,rain,0,0.0,33.1,10.8,229.6,1004.9,74.3,5.3,229.8,20.0,9,,2019-06-24T05:04:21,2019-06-24T18:45:17,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-25,32.0,27.0,28.8,42.2,31.0,36.0,26.8,89.3,18.1,100,70.83,rain,0,0.0,31.0,14.4,191.7,1004.6,92.6,3.7,138.8,12.2,6,,2019-06-25T05:04:37,2019-06-25T18:45:27,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-26,29.3,22.9,26.8,36.9,22.9,29.8,25.8,94.2,43.0,100,20.83,rain,0,0.0,37.1,25.7,277.3,1003.6,99.7,1.7,130.8,11.4,5,,2019-06-26T05:04:53,2019-06-26T18:45:35,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-27,28.5,19.4,25.7,34.8,19.4,26.7,24.9,95.2,46.0,100,12.5,rain,0,0.0,42.5,14.6,117.5,1001.3,97.9,2.5,84.1,7.3,6,,2019-06-27T05:05:10,2019-06-27T18:45:43,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-28,27.9,20.1,25.7,33.2,20.1,26.5,24.9,95.3,72.0,100,16.67,rain,0,0.0,37.8,17.3,180.4,1000.2,98.2,1.8,48.4,4.0,2,,2019-06-28T05:05:28,2019-06-28T18:45:49,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-29,33.7,25.1,28.6,43.1,25.1,33.4,25.6,85.0,1.0,100,4.17,rain,0,0.0,25.2,5.0,38.6,999.5,75.4,4.2,205.3,17.7,7,,2019-06-29T05:05:46,2019-06-29T18:45:55,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-06-30,34.5,26.4,30.1,45.5,26.4,37.5,26.3,80.9,0.2,100,4.17,rain,0,0.0,19.1,7.5,223.1,998.9,75.4,4.6,255.8,22.1,9,,2019-06-30T05:06:06,2019-06-30T18:45:59,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-01,34.7,27.1,30.0,45.9,31.4,37.4,26.5,82.5,0.2,100,4.17,rain,0,0.0,31.3,9.4,80.3,999.5,81.6,5.1,230.6,19.8,8,,2019-07-01T05:06:26,2019-07-01T18:46:02,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-02,33.6,20.9,29.0,42.7,20.9,34.2,24.8,79.2,3.2,100,41.67,rain,0,0.0,32.4,9.3,61.3,1001.7,85.6,5.2,218.9,18.9,7,,2019-07-02T05:06:47,2019-07-02T18:46:04,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-03,32.9,22.4,28.8,40.9,22.4,33.7,25.3,82.3,7.0,100,58.33,rain,0,0.0,26.6,9.3,46.3,1002.1,81.9,4.9,194.9,16.8,7,,2019-07-03T05:07:08,2019-07-03T18:46:05,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-04,34.5,26.5,29.8,45.9,26.5,36.3,26.1,81.3,0.1,100,4.17,rain,0,0.0,22.3,7.5,96.7,1000.2,87.8,5.2,218.2,18.8,8,,2019-07-04T05:07:30,2019-07-04T18:46:04,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-05,33.9,26.5,29.9,49.5,26.5,37.1,26.5,83.3,0.2,100,4.17,rain,0,0.0,24.8,8.8,79.2,998.4,98.3,5.6,231.0,20.0,8,,2019-07-05T05:07:52,2019-07-05T18:46:02,0.09,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-06,32.4,26.5,28.2,42.4,26.5,33.4,26.3,90.0,13.0,100,16.67,rain,0,0.0,31.3,12.4,75.7,997.7,99.1,4.3,126.0,11.0,5,,2019-07-06T05:08:15,2019-07-06T18:45:59,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-07,30.0,25.6,27.1,37.4,25.6,30.0,25.9,93.4,11.0,100,12.5,rain,0,0.0,34.6,9.4,84.9,998.6,99.4,4.2,67.2,5.9,4,,2019-07-07T05:08:39,2019-07-07T18:45:55,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-08,28.5,26.0,26.8,35.6,26.0,28.9,26.0,95.5,41.0,100,20.83,rain,0,0.0,28.1,12.6,168.2,1000.8,100.0,3.3,55.4,4.8,2,,2019-07-08T05:09:03,2019-07-08T18:45:50,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-09,28.0,25.6,26.4,33.5,25.6,27.5,25.6,95.9,145.0,100,25.0,rain,0,0.0,28.1,11.5,144.8,1001.7,100.0,3.9,46.5,4.0,2,,2019-07-09T05:09:28,2019-07-09T18:45:43,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-10,29.2,25.5,26.7,38.1,25.5,28.8,25.8,95.2,127.0,100,20.83,rain,0,0.0,43.9,16.6,164.6,1000.6,100.0,3.8,46.8,4.0,2,,2019-07-10T05:09:53,2019-07-10T18:45:36,0.26,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-11,26.7,20.4,25.4,26.7,20.4,25.4,24.9,97.4,77.0,100,16.67,rain,0,0.0,31.7,14.4,180.7,1002.5,100.0,2.5,45.0,3.9,2,,2019-07-11T05:10:18,2019-07-11T18:45:27,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-12,26.8,24.9,25.6,30.6,24.9,25.9,25.2,97.4,22.0,100,8.33,rain,0,0.0,29.9,13.7,169.3,1004.5,100.0,2.3,31.3,2.5,1,,2019-07-12T05:10:44,2019-07-12T18:45:16,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-13,28.1,24.6,25.8,34.2,24.6,26.9,25.2,96.5,4.0,100,8.33,rain,0,0.0,30.6,8.3,125.2,1003.8,99.6,3.3,36.9,3.3,1,,2019-07-13T05:11:10,2019-07-13T18:45:05,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-14,26.3,24.1,24.9,26.3,24.1,24.9,24.6,97.8,2.0,100,4.17,rain,0,0.0,25.6,8.9,112.3,1002.4,100.0,3.0,23.0,2.1,1,,2019-07-14T05:11:36,2019-07-14T18:44:52,0.41,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-15,25.2,22.6,24.3,25.2,22.6,24.3,23.7,97.0,31.0,100,16.67,rain,0,0.0,31.3,12.4,122.1,1001.8,99.8,3.0,26.1,2.2,1,,2019-07-15T05:12:03,2019-07-15T18:44:38,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-16,30.8,22.7,27.1,39.7,22.7,30.7,24.9,88.1,0.4,100,4.17,rain,0,0.0,27.4,7.4,58.1,1002.9,70.9,3.8,192.5,16.7,7,,2019-07-16T05:12:30,2019-07-16T18:44:22,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-17,32.9,22.4,28.5,44.1,22.4,34.2,25.8,85.8,2.9,100,45.83,rain,0,0.0,20.9,9.0,15.9,1002.1,50.4,3.1,240.3,20.7,8,,2019-07-17T05:12:57,2019-07-17T18:44:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-18,34.9,22.9,29.8,48.6,22.9,37.4,26.5,83.4,1.0,100,4.17,rain,0,0.0,21.6,9.3,233.5,1001.3,40.1,3.2,251.3,21.9,8,,2019-07-18T05:13:24,2019-07-18T18:43:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-19,32.9,26.3,29.3,44.5,26.3,36.1,26.4,84.8,8.0,100,4.17,rain,0,0.0,19.8,7.5,173.0,1003.6,82.0,4.3,184.4,15.9,7,,2019-07-19T05:13:52,2019-07-19T18:43:29,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-20,33.8,26.7,29.3,43.2,26.7,36.0,26.4,84.9,5.3,100,58.33,rain,0,0.0,22.7,5.1,135.0,1004.6,88.2,4.2,181.5,15.7,6,,2019-07-20T05:14:20,2019-07-20T18:43:09,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-21,32.9,25.9,28.8,43.0,25.9,34.8,26.4,87.3,15.9,100,66.67,rain,0,0.0,27.7,5.8,206.4,1004.2,89.8,3.9,159.5,13.8,7,,2019-07-21T05:14:48,2019-07-21T18:42:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-22,30.4,19.4,26.8,40.2,19.4,29.8,24.9,89.6,16.6,100,75.0,rain,0,0.0,29.9,14.6,227.9,1004.1,92.6,2.3,140.3,11.8,6,,2019-07-22T05:15:16,2019-07-22T18:42:24,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-23,30.5,23.7,28.0,38.1,23.7,31.8,25.5,86.7,11.0,100,12.5,rain,0,0.0,32.4,10.8,213.9,1003.4,96.2,4.6,166.0,14.2,7,,2019-07-23T05:15:44,2019-07-23T18:42:00,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-24,31.1,24.1,27.6,40.5,24.1,31.7,25.9,90.5,10.0,100,8.33,rain,0,0.0,25.9,9.0,168.7,1003.2,98.0,3.6,115.0,10.0,4,,2019-07-24T05:16:12,2019-07-24T18:41:35,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-25,32.1,26.1,28.1,40.7,26.1,32.6,26.2,89.8,0.8,100,4.17,rain,0,0.0,21.2,7.5,105.3,1002.7,97.0,4.3,110.8,9.4,6,,2019-07-25T05:16:40,2019-07-25T18:41:08,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-26,31.6,25.8,28.1,39.6,25.8,31.8,25.6,87.1,13.4,100,75.0,rain,0,0.0,25.9,12.9,82.2,1001.6,98.1,4.0,135.3,11.7,5,,2019-07-26T05:17:09,2019-07-26T18:40:41,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-27,32.0,26.0,28.3,39.1,26.0,31.9,25.2,84.3,8.0,100,4.17,rain,0,0.0,31.0,18.2,50.8,1002.5,98.0,4.7,173.0,14.9,6,,2019-07-27T05:17:37,2019-07-27T18:40:12,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-28,35.2,25.8,29.8,43.6,25.8,34.9,25.1,77.3,9.0,100,4.17,rain,0,0.0,24.8,9.0,50.4,1003.8,65.9,5.8,247.0,21.4,8,,2019-07-28T05:18:05,2019-07-28T18:39:42,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-29,33.5,25.3,28.7,42.7,25.3,33.7,25.4,83.3,1.0,100,4.17,rain,0,0.0,25.6,7.5,100.5,1005.2,90.4,5.2,155.4,13.3,6,,2019-07-29T05:18:33,2019-07-29T18:39:10,0.91,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-30,32.3,26.1,27.7,40.8,26.1,31.6,25.8,89.7,2.2,100,8.33,rain,0,0.0,26.3,12.5,169.9,1005.0,99.0,4.7,97.0,8.3,4,,2019-07-30T05:19:02,2019-07-30T18:38:38,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-07-31,30.8,25.7,27.4,37.4,25.7,30.4,25.3,88.6,14.8,100,75.0,rain,0,0.0,20.5,7.9,151.4,1003.8,99.2,3.4,105.9,9.2,4,,2019-07-31T05:19:30,2019-07-31T18:38:04,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-01,32.9,25.5,28.6,42.0,25.5,33.0,25.5,84.1,1.1,100,8.33,rain,0,0.0,21.2,7.5,79.8,1002.3,91.0,4.9,191.6,16.6,7,,2019-08-01T05:19:58,2019-08-01T18:37:30,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-02,34.9,26.5,29.6,46.6,26.5,36.3,26.3,83.0,9.5,100,58.33,rain,0,0.0,24.5,16.4,149.9,1001.1,85.2,5.2,216.8,18.7,8,,2019-08-02T05:20:26,2019-08-02T18:36:54,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-03,34.3,25.9,28.9,42.0,25.9,34.0,25.9,84.9,18.0,100,4.17,rain,0,0.0,19.4,7.6,66.2,1000.2,92.0,5.1,136.6,11.7,6,,2019-08-03T05:20:54,2019-08-03T18:36:17,0.07,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-04,34.0,26.5,30.0,43.9,26.5,37.5,26.7,83.2,2.9,100,29.17,rain,0,0.0,22.3,7.3,69.8,997.9,91.7,5.8,234.4,20.0,8,,2019-08-04T05:21:21,2019-08-04T18:35:39,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-05,36.0,27.4,31.8,49.5,32.4,41.7,27.3,78.3,4.6,100,12.5,rain,0,0.0,35.3,9.0,56.0,995.6,87.6,5.8,249.3,21.5,9,,2019-08-05T05:21:49,2019-08-05T18:35:00,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-06,36.5,28.3,32.3,46.0,34.7,40.2,25.7,69.8,0.2,100,4.17,rain,0,0.0,46.8,14.0,97.5,995.3,87.9,6.2,220.6,19.0,7,,2019-08-06T05:22:16,2019-08-06T18:34:20,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-07,35.1,27.0,29.9,45.0,30.6,37.0,26.0,80.3,6.0,100,4.17,rain,0,0.0,33.1,12.3,100.0,998.5,90.8,5.4,143.5,12.3,6,,2019-08-07T05:22:44,2019-08-07T18:33:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-08,32.3,26.2,28.3,39.0,26.2,33.3,25.9,87.3,2.0,100,4.17,rain,0,0.0,33.8,10.6,35.8,1001.6,96.7,5.3,86.2,7.5,3,,2019-08-08T05:23:11,2019-08-08T18:32:56,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-09,33.0,26.6,29.1,42.7,26.6,35.4,26.4,86.3,4.6,100,75.0,rain,0,0.0,19.8,7.5,68.9,1002.4,97.9,4.6,127.7,11.0,6,,2019-08-09T05:23:38,2019-08-09T18:32:13,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-10,33.0,26.7,29.4,42.2,26.7,36.4,26.4,84.4,6.0,100,4.17,rain,0,0.0,18.4,7.5,54.4,1000.8,93.4,3.8,196.2,16.9,7,,2019-08-10T05:24:05,2019-08-10T18:31:29,0.32,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-11,36.6,26.7,31.6,48.8,26.7,40.8,26.9,77.7,4.3,100,20.83,rain,0,0.0,28.1,9.3,316.3,998.4,66.2,5.8,272.8,23.7,9,,2019-08-11T05:24:32,2019-08-11T18:30:44,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-12,37.5,26.4,31.6,48.8,26.4,40.4,26.7,77.3,0.6,100,4.17,rain,0,0.0,38.2,13.3,122.1,998.3,65.1,6.9,255.7,22.2,9,,2019-08-12T05:24:58,2019-08-12T18:29:58,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-13,32.8,24.6,28.4,42.3,24.6,33.0,25.8,86.6,15.2,100,8.33,rain,0,0.0,33.5,13.0,71.6,1003.6,97.2,4.5,149.9,13.0,7,,2019-08-13T05:25:24,2019-08-13T18:29:11,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-14,30.0,26.2,27.5,38.7,26.2,31.4,26.2,92.6,0.4,100,4.17,rain,0,0.0,23.4,14.0,108.0,1006.6,98.7,3.3,87.8,7.7,5,,2019-08-14T05:25:50,2019-08-14T18:28:23,0.46,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-15,30.4,25.5,26.9,39.3,25.5,29.5,25.9,94.0,2.6,100,4.17,rain,0,0.0,24.8,18.2,180.9,1006.3,99.7,3.2,74.0,6.4,4,,2019-08-15T05:26:16,2019-08-15T18:27:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-16,30.1,25.5,27.3,38.9,25.5,30.9,26.0,92.6,29.3,100,12.5,rain,0,0.0,18.7,8.6,174.5,1004.5,98.3,3.5,101.8,8.8,5,,2019-08-16T05:26:42,2019-08-16T18:26:45,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-17,31.2,26.0,28.1,41.1,26.0,32.4,26.2,89.7,1.0,100,4.17,rain,0,0.0,20.2,11.1,131.6,1004.2,79.7,3.7,143.7,12.4,5,,2019-08-17T05:27:07,2019-08-17T18:25:54,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-18,32.1,26.3,28.3,40.8,26.3,33.0,25.9,87.2,3.0,100,4.17,rain,0,0.0,28.4,10.6,113.7,1006.2,80.6,4.5,169.7,14.7,6,,2019-08-18T05:27:33,2019-08-18T18:25:03,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-19,32.7,26.1,29.0,41.9,26.1,34.8,26.1,85.1,9.8,100,70.83,rain,0,0.0,26.6,11.1,46.2,1006.5,91.8,4.6,195.6,17.0,7,,2019-08-19T05:27:58,2019-08-19T18:24:11,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-20,32.8,26.4,28.9,42.8,26.4,35.3,26.6,87.9,3.0,100,4.17,rain,0,0.0,22.7,7.3,93.9,1004.9,90.8,4.5,185.0,16.0,7,,2019-08-20T05:28:23,2019-08-20T18:23:18,0.66,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-21,34.2,26.8,30.2,45.4,30.5,38.5,26.9,83.2,17.0,100,4.17,rain,0,0.0,18.4,9.3,157.5,1003.0,85.9,5.0,222.0,19.2,7,,2019-08-21T05:28:47,2019-08-21T18:22:25,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-22,35.7,27.0,30.4,47.6,31.2,39.4,27.2,84.0,40.0,100,4.17,rain,0,0.0,25.2,7.5,163.0,1002.2,92.5,4.5,216.4,18.7,8,,2019-08-22T05:29:12,2019-08-22T18:21:31,0.73,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-23,31.6,23.6,28.0,40.0,23.6,32.8,25.9,88.6,13.0,100,4.17,rain,0,0.0,16.9,7.5,113.3,1004.0,99.9,5.1,94.5,8.0,4,,2019-08-23T05:29:36,2019-08-23T18:20:36,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-24,32.5,25.1,28.7,40.2,25.1,33.6,25.6,84.4,7.2,100,8.33,rain,0,0.0,27.7,7.5,140.5,1004.8,80.4,5.9,179.8,15.4,7,,2019-08-24T05:30:00,2019-08-24T18:19:40,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
"sylhet, bangladesh",2019-08-25,34.5,25.1,29.8,44.4,25.1,35.9,26.0,81.2,6.8,100,4.17,rain,0,0.0,24.5,7.5,355.6,1004.0,66.9,4.6,225.8,19.4,8,,2019-08-25T05:30:24,2019-08-25T18:18:44,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
